# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 29 21:45:42 2019
#
# User preference: *
#
# CONSTRAINT:  order by pl_pelink asc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_trandep,pl_trandur,pl_tranmid,pl_disc,pl_facility,pl_pelink,pl_edelink
60,BD-17 63,b,BD-17 63 b,Radial Velocity,0,1,655.60000000,1.340000,0.540000,,5.10000,Msini,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,34.49,9.566,V (Johnson),9.201,4714.00,0.74,0.69,2014-05-14,,,,2008,La Silla Observatory,http://exoplanet.eu/catalog/bd-17_63_b/,http://exoplanets.org/detail/HIP_2247_b
61,CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,Imaging,0,1,10037.50000000,2.600000,,,10.50000,Mass,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.10,,,,,580.50,0.02,,2014-05-14,,,,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/cfbds_1458_a/,
62,CHXR 73,b,CHXR 73 b,Imaging,0,1,,210.000000,,,12.56900,Mass,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,191.05,,,17.293,,0.35,,2014-05-14,,,,2006,Hubble Space Telescope,http://exoplanet.eu/catalog/chxr_73_b/,
63,CI Tau,b,CI Tau b,Radial Velocity,0,1,8.98910000,,0.250000,50.500,11.60000,Mass,,,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158.00,158.71,12.939,V (Johnson),12.145,,0.90,,2019-06-27,,,,2019,Multiple Observatories,http://exoplanet.eu/catalog/ci_tau_b/,
64,CT Cha,b,CT Cha b,Imaging,0,1,,440.000000,,,17.00000,Mass,2.200,,0,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.00,191.78,,,11.773,,,,2014-05-14,,,,2007,Paranal Observatory,http://exoplanet.eu/catalog/ct_cha_b/,
65,CoRoT-1,b,CoRoT-1 b,Transit,0,1,1.50895570,,0.000000,85.100,1.03000,Mass,1.490,0.38000,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,805.31,13.600,V (Johnson),13.457,5950.00,0.95,1.11,2014-05-14,1.926540,,2454159.453200,2008,CoRoT,http://exoplanet.eu/catalog/corot-1_b/,http://exoplanets.org/detail/CoRoT-1_b
66,CoRoT-10,b,CoRoT-10 b,Transit,0,1,13.24060000,0.105500,0.530000,88.550,2.75000,Mass,0.970,3.70000,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.00,341.65,15.220,V (Johnson),14.665,5075.00,0.89,0.79,2014-05-14,1.610360,0.1242000,2454273.343600,2010,CoRoT,http://exoplanet.eu/catalog/corot-10_b/,http://exoplanets.org/detail/CoRoT-10_b
67,CoRoT-11,b,CoRoT-11 b,Transit,0,1,2.99433000,0.043600,0.000000,83.170,2.33000,Mass,1.430,0.99000,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.00,666.35,12.939,V (Johnson),12.841,6440.00,1.27,1.37,2014-05-14,1.144900,0.1042000,2454597.679000,2010,CoRoT,http://exoplanet.eu/catalog/corot-11_b/,http://exoplanets.org/detail/CoRoT-11_b
68,CoRoT-12,b,CoRoT-12 b,Transit,0,1,2.82804200,0.040160,0.070000,85.480,0.91700,Mass,1.440,0.41100,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.00,1161.12,15.515,V (Johnson),15.345,5675.00,1.08,1.12,2014-05-14,1.744000,0.1072600,2454398.627070,2010,CoRoT,http://exoplanet.eu/catalog/corot-12_b/,http://exoplanets.org/detail/CoRoT-12_b
69,CoRoT-13,b,CoRoT-13 b,Transit,0,1,4.03519000,0.051000,0.000000,88.020,1.30800,Mass,0.885,2.34000,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.00,1184.91,15.039,V (Johnson),14.915,5945.00,1.09,1.01,2014-05-14,,0.1308000,2454790.809100,2010,CoRoT,http://exoplanet.eu/catalog/corot-13_b/,http://exoplanets.org/detail/CoRoT-13_b
70,CoRoT-14,b,CoRoT-14 b,Transit,0,1,1.51214000,0.027000,0.000000,79.600,7.60000,Mass,1.090,7.30000,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.00,1826.96,16.033,V (Johnson),15.812,6035.00,1.13,1.21,2014-05-14,,0.0693000,2454787.669400,2010,CoRoT,http://exoplanet.eu/catalog/corot-14_b/,http://exoplanets.org/detail/CoRoT-14_b
71,CoRoT-16,b,CoRoT-16 b,Transit,0,1,5.35227000,0.061800,0.330000,85.010,0.53500,Mass,1.170,0.44000,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.00,745.96,15.630,V (Johnson),15.651,5650.00,1.10,1.19,2014-05-14,1.020000,0.0996000,2454923.913800,2011,CoRoT,http://exoplanet.eu/catalog/corot-16_b/,http://exoplanets.org/detail/CoRoT-16_b
72,CoRoT-17,b,CoRoT-17 b,Transit,0,1,3.76810000,0.046100,0.000000,88.340,2.43000,Mass,1.020,2.82000,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.00,1214.51,15.460,V (Johnson),15.437,5740.00,1.04,1.59,2014-05-14,0.440000,0.1966670,2454923.309300,2011,CoRoT,http://exoplanet.eu/catalog/corot-17_b/,http://exoplanets.org/detail/CoRoT-17_b
73,CoRoT-18,b,CoRoT-18 b,Transit,0,1,1.90006930,0.029500,0.080000,86.500,3.47000,Mass,1.310,2.20000,0,0,0,0,06h32m41.38s,98.172410,-00d01m53.7s,-0.031586,870.00,780.87,15.000,V (Johnson),14.801,5440.00,0.95,1.00,2014-05-14,,0.0995000,2455321.724120,2011,CoRoT,http://exoplanet.eu/catalog/corot-18_b/,http://exoplanets.org/detail/CoRoT-18_b
74,CoRoT-19,b,CoRoT-19 b,Transit,0,1,3.89713000,0.051800,0.047000,88.000,1.11000,Mass,1.290,0.71000,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.00,807.99,14.007,V (Johnson),13.783,6090.00,1.21,1.65,2014-05-14,,0.1958000,2455257.441020,2011,CoRoT,http://exoplanet.eu/catalog/corot-19_b/,http://exoplanets.org/detail/CoRoT-19_b
75,CoRoT-2,b,CoRoT-2 b,Transit,0,1,1.74299350,0.027980,0.014300,88.080,3.47000,Mass,1.466,1.47000,1,0,0,1,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.00,214.56,12.570,V (Johnson),12.249,5625.00,0.96,0.91,2014-05-14,2.750000,0.0944600,2454237.535560,2008,CoRoT,http://exoplanet.eu/catalog/corot-2_b/,http://exoplanets.org/detail/CoRoT-2_b
76,CoRoT-20,b,CoRoT-20 b,Transit,0,2,9.24285000,0.090000,0.590000,88.210,4.30000,Mass,,,0,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,864.31,14.660,V (Johnson),14.469,,1.14,,2018-07-19,,,2455266.000100,2011,CoRoT,http://exoplanet.eu/catalog/corot-20_b/,
77,CoRoT-20,c,CoRoT-20 c,Radial Velocity,0,2,1675.00000000,2.900000,0.600000,,17.00000,Msini,,,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,864.31,14.660,V (Johnson),14.469,,1.14,,2018-07-19,,,,2018,Multiple Observatories,http://exoplanet.eu/catalog/corot-20_c/,
78,CoRoT-21,b,CoRoT-21 b,Transit,0,1,2.72474000,0.041700,0.000000,86.800,2.26000,Mass,1.300,1.36000,0,0,0,0,06h44m12.588s,101.052450,-00d17m56.868s,-0.299130,1398.83,1398.83,16.000,V (Johnson),15.856,6200.00,1.29,1.95,2018-12-06,,0.1983333,2454399.028200,2012,CoRoT,http://exoplanet.eu/catalog/corot-21_b/,
79,CoRoT-22,b,CoRoT-22 b,Transit,0,1,9.75598000,0.092000,0.077000,89.749,0.03800,Mass,0.435,0.24900,0,0,0,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.00,638.47,13.944,V (Johnson),13.730,5939.00,1.10,1.14,2014-08-21,,0.1872000,2454598.420140,2014,CoRoT,http://exoplanet.eu/catalog/corot-22_b/,
80,CoRoT-23,b,CoRoT-23 b,Transit,0,1,3.63130000,0.048000,0.160000,85.700,2.80000,Mass,1.050,3.00000,0,0,0,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.00,1092.40,15.630,V (Johnson),15.068,5900.00,1.14,1.61,2014-05-14,,0.1620000,2455308.939000,2011,CoRoT,http://exoplanet.eu/catalog/corot-23_b/,http://exoplanets.org/detail/CoRoT-23_b
81,CoRoT-24,b,CoRoT-24 b,Transit,0,2,5.11340000,0.056000,0.000000,86.500,0.01800,Mass,0.330,0.90000,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,601.22,,,15.180,4950.00,0.91,0.86,2018-05-31,,0.1188000,2454789.611000,2014,CoRoT,http://exoplanet.eu/catalog/corot-24_b/,
82,CoRoT-24,c,CoRoT-24 c,Transit,0,2,11.75900000,0.098000,0.000000,89.000,0.08800,Mass,0.440,1.30000,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,601.22,,,15.180,4950.00,0.91,0.86,2014-06-11,,0.2000000,2454795.380300,2014,CoRoT,http://exoplanet.eu/catalog/corot-24_c/,
83,CoRoT-25,b,CoRoT-25 b,Transit,0,1,4.86069000,0.057800,0.000000,84.500,0.27000,Mass,1.080,0.15000,0,0,0,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.00,1137.85,,,14.711,6040.00,1.09,1.19,2014-05-14,,0.0800000,2454576.215600,2013,CoRoT,http://exoplanet.eu/catalog/corot-25_b/,http://exoplanets.org/detail/CoRoT-25_b
84,CoRoT-26,b,CoRoT-26 b,Transit,0,1,4.20474000,0.052600,0.000000,86.800,0.52000,Mass,1.260,0.28000,0,0,0,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670.00,,,,15.468,5590.00,1.09,1.79,2014-05-14,,0.2279000,2454573.629900,2013,CoRoT,http://exoplanet.eu/catalog/corot-26_b/,http://exoplanets.org/detail/CoRoT-26_b
85,CoRoT-27,b,CoRoT-27 b,Transit,0,1,3.57532000,0.047600,0.065000,86.700,10.39000,Mass,1.007,12.60000,0,0,0,0,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,1035.15,15.540,V (Johnson),15.390,5900.00,1.05,1.08,2014-05-14,,0.1154000,2455748.684000,2014,CoRoT,http://exoplanet.eu/catalog/corot-27_b/,http://exoplanets.org/detail/CoRoT-27_b
86,CoRoT-28,b,CoRoT-28 b,Transit,0,1,5.20851000,0.060300,0.047000,88.100,0.48400,Mass,0.955,0.69000,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,783.18,,,13.412,5150.00,1.01,1.78,2015-04-16,,0.2375000,2455755.846600,2015,CoRoT,http://exoplanet.eu/catalog/corot-28_b/,
87,CoRoT-29,b,CoRoT-29 b,Transit,0,1,2.85057000,0.038600,0.082000,87.300,0.85000,Mass,0.900,1.45000,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,822.62,,,15.239,5260.00,0.97,0.90,2015-04-16,,0.0912500,2455753.115000,2015,CoRoT,http://exoplanet.eu/catalog/corot-29_b/,
88,CoRoT-3,b,CoRoT-3 b,Transit,0,1,4.25680000,,0.000000,85.900,21.66000,Mass,1.010,26.40000,0,0,0,0,19h28m13.26s,292.055263,+00d07m18.6s,0.121820,680.00,784.49,13.292,V (Johnson),13.219,6740.00,1.37,1.56,2014-05-14,,,2454283.138300,2008,CoRoT,http://exoplanet.eu/catalog/corot-3_b/,http://exoplanets.org/detail/CoRoT-3_b
89,CoRoT-4,b,CoRoT-4 b,Transit,0,1,9.20205000,0.090000,0.000000,90.000,0.72000,Mass,1.190,0.52500,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,741.60,,,13.561,6190.00,1.16,1.17,2014-05-14,,,2454141.364160,2008,CoRoT,http://exoplanet.eu/catalog/corot-4_b/,http://exoplanets.org/detail/CoRoT-4_b
90,CoRoT-5,b,CoRoT-5 b,Transit,0,1,4.03789620,0.049470,0.090000,85.830,0.46700,Mass,1.388,0.21700,0,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,904.65,,,13.902,6100.00,1.00,1.19,2014-05-14,1.461000,,2454400.198850,2009,CoRoT,http://exoplanet.eu/catalog/corot-5_b/,http://exoplanets.org/detail/CoRoT-5_b
91,CoRoT-6,b,CoRoT-6 b,Transit,0,1,8.88659300,0.085500,0.100000,89.070,2.96000,Mass,1.166,2.32000,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,657.24,13.912,V (Johnson),13.746,6090.00,1.05,1.02,2014-05-14,,0.1700000,2454595.614400,2009,CoRoT,http://exoplanet.eu/catalog/corot-6_b/,http://exoplanets.org/detail/CoRoT-6_b
92,CoRoT-7,b,CoRoT-7 b,Transit,0,2,0.85359163,,0.000000,80.100,0.01000,Mass,0.150,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,160.64,11.668,V (Johnson),11.524,5275.00,0.82,0.83,2018-12-06,0.035000,,,2009,CoRoT,http://exoplanet.eu/catalog/corot-7_b/,http://exoplanets.org/detail/CoRoT-7_b
93,CoRoT-7,c,CoRoT-7 c,Radial Velocity,0,2,3.69800000,0.046000,0.000000,80.000,0.02643,Mass,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,160.64,11.668,V (Johnson),11.524,5275.00,0.82,0.83,2015-09-10,,,2454445.000000,2009,CoRoT,http://exoplanet.eu/catalog/corot-7_c/,
94,CoRoT-8,b,CoRoT-8 b,Transit,0,1,6.21229000,0.063000,0.000000,88.400,0.22000,Mass,0.570,1.60000,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,325.03,14.800,V (Johnson),14.220,5080.00,0.88,0.77,2014-05-14,0.651000,0.1142000,2454238.974300,2010,CoRoT,http://exoplanet.eu/catalog/corot-8_b/,http://exoplanets.org/detail/CoRoT-8_b
95,CoRoT-9,b,CoRoT-9 b,Transit,0,1,95.27265600,0.402100,0.133000,89.900,0.84000,Mass,1.066,0.86000,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,417.89,13.690,V (Johnson),13.501,5625.00,0.96,0.96,2017-12-14,,0.3445000,2455365.527230,2009,CoRoT,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b
96,CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,0,1,6.71837000,0.071000,,89.000,0.15000,Mass,0.570,1.10000,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,586.20,,,13.587,5970.00,1.08,0.79,2017-09-15,0.290000,0.1040000,2455901.811000,2017,CoRoT,http://exoplanet.eu/catalog/corot-32_b/,
97,DE CVn,b,DE CVn b,Eclipse Timing Variations,0,1,4098.10000000,5.750000,0.000000,86.000,12.02930,Msin(i)/sin(i),,,0,0,0,0,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,30.55,,,11.975,,0.51,,2019-07-11,,,,2018,Multiple Facilities,http://exoplanet.eu/catalog/de_cvn_b/,
98,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,0,1,246.36000000,0.360000,0.345000,56.600,28.50000,Mass,,,0,0,0,0,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,20.67,,,18.558,,0.07,,2014-05-14,,,,2013,Paranal Observatory,,
99,DH Tau,b,DH Tau b,Imaging,0,1,,330.000000,,,11.00000,Mass,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,135.35,,,12.496,,0.33,0.27,2014-05-14,,,,2004,Subaru Telescope,http://exoplanet.eu/catalog/dh_tau_b/,
100,DP Leo,b,DP Leo b,Eclipse Timing Variations,0,1,10220.00000000,8.190000,0.390000,,6.05000,Msini,,,0,0,0,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,305.06,305.06,,,18.633,13500.00,,0.01,2014-05-14,,,,2009,Yunnan Astronomical Observatory,http://exoplanet.eu/catalog/dp_leo_(ab)_b/,
101,DS Tuc A,b,DS Tuc A b,Transit,0,1,8.13826800,,0.000000,89.500,,,0.509,,0,0,0,1,23h39m39.48s,354.914490,-69d11m44.7s,-69.195747,44.12,44.12,8.469,V (Johnson),8.319,5428.00,1.01,0.96,2019-07-11,0.293600,0.1323500,2458332.309970,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/ds_tuc_a_b/,
102,EPIC 201238110,b,EPIC 201238110 b,Transit,0,1,28.16560000,,,,,,0.167,,0,0,1,0,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,159.98,159.98,14.904,Kepler-band,15.261,,0.41,,2019-06-13,,,2456852.657200,2019,K2,,
103,EPIC 201497682,b,EPIC 201497682 b,Transit,0,1,2.13174000,,,,,,0.062,,0,0,1,0,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,254.88,254.88,14.102,V (Johnson),13.737,,0.78,,2019-06-13,,,2456850.026300,2019,K2,,
104,K2-166,c,EPIC 201615463 c,Transit,0,2,3.80464000,,,,,,0.109,,0,0,1,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,483.38,12.074,V (Johnson),11.946,,1.07,,2019-06-13,,,2457621.222700,2019,K2,,
105,K2-16,d,EPIC 201754305 d,Transit,0,3,2.71578000,,,,,,0.092,,0,0,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,338.19,14.670,V (Johnson),14.323,,0.67,,2019-06-13,,,2456850.496300,2019,K2,,
106,K2-50,c,EPIC 201833600 c,Transit,0,2,3.96151000,,,,,,0.089,,0,0,1,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,259.33,14.717,V (Johnson),14.258,,0.61,,2019-06-13,,,2456852.655200,2019,K2,,
107,EPIC 201841433,b,EPIC 201841433 b,Transit,0,1,4.16959000,,,,,,0.098,,0,0,1,0,11h40m49.63s,175.206772,+06d08m05.5s,6.134857,441.94,441.94,14.867,V (Johnson),14.589,,0.80,,2019-06-13,,,2456853.330000,2019,K2,,
108,K2-168,c,EPIC 205950854 c,Transit,0,2,8.05072200,,,89.810,,,0.117,,0,0,1,1,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,245.56,12.291,V (Johnson),12.098,5502.70,0.88,0.83,2019-08-15,,,2456973.764800,2019,K2,,
109,EPIC 206024342,b,EPIC 206024342 b,Transit,0,1,4.50756000,,,,,,0.152,,0,0,1,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,373.81,373.81,13.116,V (Johnson),12.968,,0.93,,2019-06-13,,,2456899.132400,2019,K2,,
110,EPIC 206032309,b,EPIC 206032309 b,Transit,0,1,2.87814000,,,,,,0.090,,0,0,1,0,22h44m57.77s,341.240692,-13d54m03.3s,-13.900921,162.09,162.09,15.782,Kepler-band,16.069,,0.22,,2019-06-13,,,2456899.132000,2019,K2,,
111,EPIC 206042996,b,EPIC 206042996 b,Transit,0,1,5.29711000,,,,,,0.145,,0,0,1,0,22h30m03.26s,337.513580,-13d36m36.4s,-13.610113,457.27,457.27,16.743,V (Johnson),15.975,,0.56,,2019-06-13,,,2456899.122700,2019,K2,,
112,EPIC 206215704,b,EPIC 206215704 b,Transit,0,1,2.25372000,,,,,,0.080,,0,0,1,0,22h20m22.76s,335.094818,-09d30m34.3s,-9.509531,110.22,110.22,15.598,Kepler-band,16.172,,0.41,,2019-06-13,,,2457010.000500,2019,K2,,
113,EPIC 206317286,b,EPIC 206317286 b,Transit,0,1,1.58252000,,,,,,0.086,,0,0,1,0,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.20,317.20,14.051,V (Johnson),13.774,,0.71,,2019-06-13,,,2457011.332700,2019,K2,,
114,EPIC 211822797,b,EPIC 211822797 b,Transit,0,1,21.16986100,0.131000,0.060000,89.730,,,0.177,,0,0,1,1,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,187.19,187.19,15.256,V (Johnson),14.526,4148.21,0.66,0.57,2017-10-26,,,2457165.577000,2016,K2,http://exoplanet.eu/catalog/epic_211822797_b/,
115,EPIC 211945201,b,EPIC 211945201 b,Transit,0,1,19.49221000,0.149300,,,,,0.514,,0,0,0,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,182.64,10.154,V (Johnson),10.051,6069.00,1.17,1.39,2018-10-26,,,2457158.824770,2018,K2,http://exoplanet.eu/catalog/epic__211945201_b/,
116,EPIC 212297394,b,EPIC 212297394 b,Transit,0,1,2.28943000,,,,,,0.118,,0,0,1,0,13h48m49.49s,207.206223,-17d36m35.7s,-17.609905,423.35,423.35,14.423,V (Johnson),14.186,,0.83,,2019-06-13,,,2457261.460700,2019,K2,,
117,EPIC 212424622,b,EPIC 212424622 b,Transit,0,1,18.09830000,,,,,,0.194,,0,0,1,0,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,622.67,622.67,13.354,V (Johnson),13.203,,1.11,,2019-06-13,,,2457263.261600,2019,K2,,
118,EPIC 212499991,b,EPIC 212499991 b,Transit,0,1,34.88500000,,,,,,0.143,,0,0,1,0,13h29m57.30s,202.488770,-12d44m05.0s,-12.734723,285.61,285.61,13.552,V (Johnson),13.312,,0.91,,2019-06-13,,,2457280.625400,2019,K2,,
119,EPIC 212587672,b,EPIC 212587672 b,Transit,0,1,15.28410000,,,,,,0.100,,0,0,1,0,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,322.88,322.88,12.487,V (Johnson),12.204,,0.95,,2019-06-13,,,2457273.490600,2019,K2,,
120,EPIC 212737443,b,EPIC 212737443 b,Transit,0,2,13.60300000,0.098000,0.200000,89.071,,,0.231,,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,339.46,14.836,V (Johnson),14.478,4684.00,0.69,0.67,2019-07-25,0.110000,0.1240000,2457234.970000,2019,K2,http://exoplanet.eu/catalog/epic_212737443_b/,
121,EPIC 212737443,c,EPIC 212737443 c,Transit,0,2,65.55000000,0.280000,0.200000,89.630,,,0.240,,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,339.46,14.836,V (Johnson),14.478,4684.00,0.69,0.67,2019-07-25,0.110000,0.1920000,2457227.790000,2019,K2,http://exoplanet.eu/catalog/epic_212737443_c/,
122,K2-282,c,EPIC 220554210 c,Transit,0,2,0.70531000,,,,,,0.132,,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,503.46,14.042,V (Johnson),13.818,,0.94,,2019-06-13,,,2457430.141100,2019,K2,,
123,EPIC 220674823,b,EPIC 220674823 b,Transit,0,2,0.57133100,0.013400,,,,,0.162,,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,246.29,12.102,V (Johnson),11.954,5617.00,0.97,0.98,2018-10-26,,,2457393.437160,2016,K2,http://exoplanet.eu/catalog/k2-106_b/,
124,EPIC 220674823,c,EPIC 220674823 c,Transit,0,2,13.33907900,0.109100,,,,,0.244,,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,246.29,12.102,V (Johnson),11.954,5617.00,0.97,0.98,2018-10-26,,,2457405.733890,2016,K2,http://exoplanet.eu/catalog/k2-106_c/,
125,EPIC 246851721,b,EPIC 246851721 b,Transit,0,1,6.18023500,0.072290,,86.210,3.00000,Mass,1.051,3.10000,0,0,1,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,375.39,11.439,V (Johnson),11.255,6202.00,1.32,1.59,2018-10-26,0.464000,0.1711700,2457865.110320,2018,K2,http://exoplanet.eu/catalog/epic_246851721_b/,
126,EPIC 248847494,b,EPIC 248847494 b,Transit,0,1,3650.00000000,4.500000,0.000000,89.870,13.00000,Mass,1.110,,0,0,1,0,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560.00,560.71,12.416,V (Johnson),12.172,4898.00,0.90,2.70,2019-07-25,0.180000,2.2333333,2457967.170000,2018,K2,,
127,FU Tau,b,FU Tau b,Imaging,0,1,,800.000000,,,16.00000,Mass,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140.00,133.50,,,20.480,2838.00,0.05,,2016-03-10,,,,2008,Spitzer Space Telescope,http://exoplanet.eu/catalog/fu_tau_b/,
128,Fomalhaut,b,Fomalhaut b,Imaging,0,1,555530.00000000,160.000000,0.870000,55.000,,,,,0,0,0,2,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.70,,1.160,V (Johnson),,,1.92,,2015-11-19,,,,2008,Hubble Space Telescope,http://exoplanet.eu/catalog/fomalhaut_b/,http://exoplanets.org/detail/Fomalhaut_b
129,GJ 1132,b,GJ 1132 b,Transit,0,2,1.62893100,0.015300,0.220000,,0.00522,Mass,,6.30000,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,12.62,13.490,V (Johnson),12.138,3270.00,0.18,0.21,2018-06-21,,,,2015,Cerro Tololo Inter-American Observatory,http://exoplanet.eu/catalog/gj_1132_b/,
